Customer ID,CO2_emission_kg
"""CID1011312""",1.5191999999999999
"""CID1011546""",0.0
"""CID1011547""",4.3452
"""CID1011557""",0.0
"""CID1011597""",9.04512
"""CID1011795""",0.0
"""CID1011892""",0.0
"""CID1011895""",0.0
"""CID1011912""",0.0
"""CID1011914""",1.7127000000000001
"""CID1011976""",0.0
"""CID1012073""",0.24389999999999998
"""CID1012116""",2.44728
"""CID1012222""",2.1052799999999996
"""CID1012225""",4.33344
"""CID1012298""",0.0
"""CID1012379""",0.0
"""CID1012455""",0.0
"""CID1012462""",9.27744
"""CID1012491""",8.352
"""CID1012548""",0.6021
"""CID1012699""",1.5688799999999998
"""CID1012737""",0.0
"""CID1012767""",2.01168
"""CID1012802""",5.95008
"""CID1012811""",0.0
"""CID1012881""",1.7755199999999998
"""CID1012897""",0.0
"""CID1012925""",0.0
"""CID1013016""",0.8618399999999999
"""CID1013132""",0.0
"""CID1013241""",0.0
"""CID1013581""",2.5371
"""CID1013613""",0.0
"""CID1013661""",0.0
"""CID1013668""",0.0
"""CID1013901""",1.2159
"""CID1013913""",5.46432
"""CID1013951""",0.0
"""CID1013953""",0.0
"""CID1014107""",3.3543000000000003
"""CID1014185""",0.0
"""CID1014231""",0.0
"""CID1014256""",0.0
"""CID1014279""",0.23489999999999997
"""CID1014401""",0.0
"""CID1014435""",0.0
"""CID1014442""",8.33856
"""CID1014576""",0.0
"""CID1014650""",2.6856
"""CID1014656""",0.0
"""CID1014713""",0.0
"""CID1014787""",0.0
"""CID1014823""",0.0
"""CID1014838""",0.0
"""CID1014855""",2.2608
"""CID1014941""",0.0
"""CID1015015""",0.0
"""CID1015034""",2.1519
"""CID1015232""",0.0
"""CID1015233""",0.6170399999999999
"""CID1015353""",0.0
"""CID1015360""",0.0
"""CID1015390""",0.0
"""CID1015513""",0.0
"""CID1015652""",1.6128
"""CID1015706""",2.9491199999999997
"""CID1015772""",0.0
"""CID1015819""",2.20992
"""CID1015889""",9.2832
"""CID1015901""",0.0
"""CID1015952""",8.66304
"""CID1015969""",1.00032
"""CID1015988""",0.0
"""CID1015991""",0.0
"""CID1016051""",3.62112
"""CID1016119""",0.0
"""CID1016195""",0.0
"""CID1016296""",2.12256
"""CID1016306""",0.0
"""CID1016307""",2.71296
"""CID1016516""",0.0
"""CID1016648""",8.05632
"""CID1016779""",1.9205999999999999
"""CID1016798""",0.65088
"""CID1016847""",0.0
"""CID1016872""",2.0439
"""CID1016975""",2.7846
"""CID1017019""",0.22499999999999998
"""CID1017033""",0.0
"""CID1017055""",0.0
"""CID1017248""",0.0
"""CID1017319""",0.0
"""CID1017346""",1.3095
"""CID1017389""",0.0
"""CID1017397""",0.0
"""CID1017509""",1.9476
"""CID1017589""",3.3731999999999998
"""CID1017725""",0.0
"""CID1017738""",0.37511999999999995
"""CID1017769""",0.0
"""CID1017817""",0.5651999999999999
"""CID1017853""",1.3248
"""CID1017869""",0.0
"""CID1017933""",1.9089
"""CID1017969""",1.4016
"""CID1017989""",7.67424
"""CID1018009""",0.0
"""CID1018138""",0.0
"""CID1018172""",0.0
"""CID1018373""",0.0
"""CID1018483""",0.0
"""CID1018512""",2.5955999999999997
"""CID1018535""",0.0
"""CID1018584""",0.504
"""CID1018663""",1.76616
"""CID1018725""",1.9539
"""CID1018771""",0.0
"""CID1018808""",4.16448
"""CID1018836""",1.63008
"""CID1018886""",0.0
"""CID1018891""",0.0
"""CID1018927""",0.0
"""CID1018935""",0.0
"""CID1019021""",1.3365
"""CID1019326""",0.0
"""CID1019337""",0.0
"""CID1019428""",1.8331199999999999
"""CID1019445""",0.0
"""CID1019742""",0.0
"""CID1019744""",0.0
"""CID1019763""",0.0
"""CID1019783""",0.0
"""CID1019853""",0.0
"""CID1019938""",2.5708800000000003
"""CID1019946""",4.3008
"""CID1019957""",4.81728
"""CID1019996""",0.0
"""CID1019998""",0.0
"""CID1020060""",0.0
"""CID1020111""",0.0
"""CID1020124""",0.0
"""CID1020126""",0.0
"""CID1020164""",9.1584
"""CID1020238""",0.0
"""CID1020263""",0.0
"""CID1020281""",0.0
"""CID1020288""",0.0
"""CID1020383""",2.5677
"""CID1020507""",0.0
"""CID1020700""",0.0
"""CID1020708""",0.0
"""CID1020772""",1.1502
"""CID1020830""",0.0
"""CID1020913""",0.0
"""CID1021011""",0.0
"""CID1021069""",8.71872
"""CID1021154""",3.1121999999999996
"""CID1021173""",7.23456
"""CID1021184""",1.1577600000000001
"""CID1021224""",5.89056
"""CID1021245""",3.53808
"""CID1021309""",1.84128
"""CID1021315""",0.0
"""CID1021429""",0.0
"""CID1021431""",0.7434
"""CID1021573""",0.0
"""CID1021695""",5.85984
"""CID1021718""",0.0
"""CID1021742""",0.40392
"""CID1021850""",3.24936
"""CID1021889""",0.0
"""CID1021908""",0.0
"""CID1021933""",3.51744
"""CID1022003""",0.0
"""CID1022061""",0.8524800000000001
"""CID1022102""",1.7028
"""CID1022192""",1.521
"""CID1022318""",3.2175
"""CID1022398""",6.944640000000001
"""CID1022402""",6.7776
"""CID1022484""",1.656
"""CID1022499""",0.0
"""CID1022757""",3.8646
"""CID1022767""",0.0
"""CID1022775""",0.0
"""CID1022819""",1.18656
"""CID1023069""",0.0
"""CID1023135""",0.0
"""CID1023221""",0.0
"""CID1023222""",0.0
"""CID1023244""",1.782
"""CID1023265""",1.8242999999999998
"""CID1023272""",1.3914
"""CID1023276""",0.0
"""CID1023361""",1.5398999999999998
"""CID1023416""",0.0
"""CID1023446""",2.57112
"""CID1023470""",9.46176
"""CID1023522""",0.0
"""CID1023576""",0.0
"""CID1023624""",0.0
"""CID1023838""",7.40736
"""CID1023904""",1.7001
"""CID1024082""",0.0
"""CID1024150""",0.0
"""CID1024181""",0.0
"""CID1024240""",0.0
"""CID1024272""",0.0
"""CID1024316""",2.5041599999999997
"""CID1024355""",1.2114
"""CID1024377""",0.0
"""CID1024397""",0.0
"""CID1024490""",0.0
"""CID1024505""",0.8118
"""CID1024720""",2.8998
"""CID1024724""",1.6353000000000002
"""CID1024725""",0.0
"""CID1024731""",0.0
"""CID1024765""",6.163200000000001
"""CID1024782""",0.0
"""CID1024869""",0.0
"""CID1024953""",0.0
"""CID1024990""",0.44009999999999994
"""CID1024996""",0.0
"""CID1025055""",3.2112
"""CID1025133""",0.0
"""CID1025266""",0.0
"""CID1025308""",0.0
"""CID1025314""",1.4457600000000002
"""CID1025328""",2.45376
"""CID1025358""",3.2565599999999995
"""CID1025376""",2.79744
"""CID1025388""",0.0
"""CID1025464""",1.50912
"""CID1025623""",0.0
"""CID1025635""",1.95624
"""CID1025709""",2.8268999999999997
"""CID1025710""",0.0
"""CID1025736""",2.1915
"""CID1025742""",1.8009600000000001
"""CID1025793""",2.2284
"""CID1025858""",0.0
"""CID1025931""",0.0
"""CID1025996""",0.0
"""CID1026129""",4.95744
"""CID1026134""",3.9042
"""CID1026192""",0.0
"""CID1026325""",0.43631999999999993
"""CID1026343""",0.0
"""CID1026428""",1.9094399999999998
"""CID1026479""",0.0
"""CID1026528""",1.1731200000000002
"""CID1026547""",0.0
"""CID1026663""",0.0
"""CID1026717""",0.0
"""CID1026774""",0.0
"""CID1026885""",3.0175199999999993
"""CID1026987""",0.0
"""CID1027018""",1.48608
"""CID1027056""",6.63168
"""CID1027072""",6.8467199999999995
"""CID1027084""",0.0
"""CID1027303""",1.80504
"""CID1027305""",4.3128
"""CID1027331""",0.0
"""CID1027354""",6.1843200000000005
"""CID1027374""",3.4938
"""CID1027435""",1.9315200000000001
"""CID1027464""",4.57728
"""CID1027559""",0.0
"""CID1027720""",0.0
"""CID1027799""",1.3248000000000002
"""CID1028015""",0.0
"""CID1028074""",0.0
"""CID1028093""",0.0
"""CID1028147""",3.3163199999999997
"""CID1028227""",2.8238399999999997
"""CID1028318""",0.0
"""CID1028358""",2.5855199999999994
"""CID1028399""",0.3321
"""CID1028412""",0.0
"""CID1028518""",0.0
"""CID1028626""",0.0
"""CID1028653""",0.0
"""CID1028674""",0.0
"""CID1028731""",0.0
"""CID1028866""",0.0
"""CID1028883""",0.0
"""CID1028913""",0.0
"""CID1029073""",0.0
"""CID1029119""",0.0
"""CID1029162""",0.0
"""CID1029170""",1.5372
"""CID1029173""",0.0
"""CID1029421""",0.0
"""CID1029460""",4.46784
"""CID1029552""",0.0
"""CID1029729""",2.9246399999999997
"""CID1029791""",3.9059999999999997
"""CID1029854""",1.8297599999999998
"""CID1029910""",7.00416
"""CID1029916""",0.0
"""CID1029959""",0.0
"""CID1030062""",1.8914399999999998
"""CID1030190""",5.80032
"""CID1030196""",1.3284
"""CID1030222""",0.0
"""CID1030225""",0.0
"""CID1030242""",0.0
"""CID1030265""",0.0
"""CID1030379""",0.0
"""CID1030380""",0.0
"""CID1030432""",6.91776
"""CID1030455""",0.0
"""CID1030470""",0.0
"""CID1030521""",0.0
"""CID1030570""",0.0
"""CID1030590""",0.3564
"""CID1030604""",0.0
"""CID1030612""",2.51712
"""CID1030662""",6.816
"""CID1030702""",0.0
"""CID1030710""",0.0
"""CID1030753""",0.0
"""CID1030775""",2.5041599999999997
"""CID1030777""",1.0418399999999999
"""CID1030829""",0.0
"""CID1030840""",1.10232
"""CID1030902""",1.0540800000000001
"""CID1030930""",1.1151
"""CID1030975""",1.008
"""CID1030977""",0.0
"""CID1031057""",0.0
"""CID1031101""",3.78624
"""CID1031162""",0.0
"""CID1031169""",3.9366
"""CID1031221""",0.0
"""CID1031244""",4.75968
"""CID1031255""",0.0
"""CID1031312""",0.51264
"""CID1031332""",9.42528
"""CID1031504""",0.40704
"""CID1031510""",0.0
"""CID1031679""",2.2068
"""CID1031683""",3.46032
"""CID1031908""",2.8828799999999997
"""CID1031916""",0.0
"""CID1032041""",0.0
"""CID1032056""",0.0
"""CID1032080""",0.5157
"""CID1032164""",0.0
"""CID1032181""",1.6569
"""CID1032196""",1.2612599999999998
"""CID1032211""",2.2859999999999996
"""CID1032249""",0.0
"""CID1032290""",6.00192
"""CID1032338""",8.16384
"""CID1032416""",0.0
"""CID1032483""",4.64064
"""CID1032491""",0.0
"""CID1032551""",0.0
"""CID1032555""",0.0
"""CID1032587""",0.0
"""CID1032610""",0.0
"""CID1032613""",2.7657
"""CID1032689""",0.0
"""CID1032831""",0.2592
"""CID1032888""",0.0
"""CID1032892""",0.0
"""CID1032948""",0.0
"""CID1033065""",0.0
"""CID1033228""",3.6801
"""CID1033261""",0.0
"""CID1033275""",0.25379999999999997
"""CID1033295""",1.4913
"""CID1033303""",0.0
"""CID1033321""",0.23616
"""CID1033367""",2.0016
"""CID1033381""",0.0
"""CID1033419""",0.0
"""CID1033483""",0.0
"""CID1033496""",0.0
"""CID1033608""",0.0
"""CID1033625""",1.9115999999999997
"""CID1033642""",8.768640000000001
"""CID1033658""",8.32512
"""CID1033679""",0.0
"""CID1033753""",3.3021
"""CID1033854""",6.75456
"""CID1033909""",0.0
"""CID1033925""",0.0
"""CID1033986""",0.0
"""CID1034007""",0.0
"""CID1034071""",0.45089999999999997
"""CID1034091""",0.0
"""CID1034114""",0.0
"""CID1034370""",0.0
"""CID1034376""",0.0
"""CID1034566""",0.0
"""CID1034572""",0.0
"""CID1034641""",0.0
"""CID1034692""",1.4956800000000001
"""CID1034704""",0.0
"""CID1034801""",0.0
"""CID1034918""",1.4886
"""CID1034969""",3.3580799999999997
"""CID1035030""",0.0
"""CID1035063""",0.0
"""CID1035070""",0.0
"""CID1035160""",0.0
"""CID1035190""",0.0
"""CID1035244""",0.0
"""CID1035289""",2.6085599999999998
"""CID1035325""",0.0
"""CID1035384""",9.480960000000001
"""CID1035432""",0.0
"""CID1035469""",0.0
"""CID1035715""",0.0
"""CID1035784""",0.0
"""CID1035835""",0.0
"""CID1035845""",4.1895
"""CID1035920""",0.0
"""CID1036184""",0.0
"""CID1036241""",0.0
"""CID1036245""",0.0
"""CID1036259""",0.0
"""CID1036437""",3.81696
"""CID1036439""",0.0
"""CID1036445""",0.0
"""CID1036564""",1.0583999999999998
"""CID1036595""",1.2664799999999998
"""CID1036676""",6.21696
"""CID1036764""",0.0
"""CID1036793""",0.0
"""CID1036804""",0.0
"""CID1036834""",8.924159999999999
"""CID1036901""",0.0
"""CID1036906""",0.0
"""CID1036993""",2.82744
"""CID1037001""",0.0
"""CID1037009""",0.0
"""CID1037013""",3.5577
"""CID1037028""",2.61216
"""CID1037031""",3.1392
"""CID1037069""",0.0
"""CID1037094""",0.0
"""CID1037158""",0.0
"""CID1037191""",0.0
"""CID1037241""",0.0
"""CID1037260""",1.70112
"""CID1037294""",3.0686399999999994
"""CID1037347""",0.0
"""CID1037375""",2.53824
"""CID1037397""",2.01216
"""CID1037530""",0.0
"""CID1037531""",5.498880000000001
"""CID1037589""",1.0922399999999999
"""CID1037603""",3.072
"""CID1037632""",0.0
"""CID1037685""",0.0
"""CID1037772""",0.0
"""CID1037788""",0.0
"""CID1037791""",0.0
"""CID1037817""",0.0
"""CID1037848""",0.0
"""CID1037892""",2.44224
"""CID1037918""",0.0
"""CID1037923""",3.23712
"""CID1037926""",0.0
"""CID1037929""",9.13152
"""CID1037943""",0.0
"""CID1037976""",0.0
"""CID1038055""",0.0
"""CID1038211""",3.2643
"""CID1038327""",0.89784
"""CID1038376""",0.0
"""CID1038401""",1.2402
"""CID1038517""",0.0
"""CID1038527""",2.4384
"""CID1038640""",4.3038
"""CID1038690""",0.0
"""CID1038933""",0.0
"""CID1038961""",0.0
"""CID1039008""",0.6009599999999999
"""CID1039052""",0.0
"""CID1039074""",2.50632
"""CID1039087""",0.0
"""CID1039185""",0.0
"""CID1039273""",0.0
"""CID1039321""",1.0179
"""CID1039366""",2.664
"""CID1039638""",0.0
"""CID1039920""",0.0
"""CID1039940""",0.8568
"""CID1039947""",0.95976
"""CID1040062""",0.45216
"""CID1040088""",0.0
"""CID1040145""",2.22408
"""CID1040264""",0.0
"""CID1040281""",0.62784
"""CID1040308""",3.0599999999999996
"""CID1040424""",0.0
"""CID1040475""",0.0
"""CID1040476""",0.0
"""CID1040517""",0.92736
"""CID1040622""",0.4797
"""CID1040723""",0.0
"""CID1040766""",1.4193
"""CID1040793""",2.85624
"""CID1040795""",0.0
"""CID1040812""",0.0
"""CID1040863""",0.0
"""CID1040906""",1.5939
"""CID1041024""",0.0
"""CID1041051""",5.05344
"""CID1041067""",3.4466399999999995
"""CID1041253""",0.0
"""CID1041256""",1.5381
"""CID1041272""",0.0
"""CID1041446""",0.0
"""CID1041510""",0.0
"""CID1041522""",2.1052799999999996
"""CID1041599""",0.0
"""CID1041699""",0.7523999999999998
"""CID1041702""",0.0
"""CID1041753""",0.0
"""CID1041804""",0.0
"""CID1041889""",0.0
"""CID1041967""",4.3326
"""CID1042036""",0.0
"""CID1042044""",0.8870399999999999
"""CID1042090""",6.449280000000001
"""CID1042123""",0.0
"""CID1042206""",9.24672
"""CID1042223""",0.0
"""CID1042233""",2.26584
"""CID1042543""",5.98656
"""CID1042547""",4.4838
"""CID1042559""",0.0
"""CID1042578""",3.2407199999999996
"""CID1042613""",2.6035199999999996
"""CID1042662""",4.3686
"""CID1042759""",0.0
"""CID1042770""",0.8179199999999999
"""CID1042876""",4.5484800000000005
"""CID1042896""",0.0
"""CID1042921""",0.6389999999999999
"""CID1042997""",2.74752
"""CID1043026""",1.0817999999999999
"""CID1043046""",0.0
"""CID1043156""",0.0
"""CID1043291""",0.0
"""CID1043323""",7.608960000000001
"""CID1043328""",0.0
"""CID1043336""",0.0
"""CID1043386""",3.20448
"""CID1043505""",4.2749999999999995
"""CID1043515""",0.0
"""CID1043694""",0.0
"""CID1043706""",0.0
"""CID1043709""",0.0
"""CID1043750""",0.0
"""CID1043783""",1.0341
"""CID1043800""",0.0
"""CID1043957""",0.0
"""CID1043963""",0.0
"""CID1044008""",6.614400000000001
"""CID1044139""",0.0
"""CID1044215""",2.72832
"""CID1044229""",1.9934999999999998
"""CID1044286""",0.0
"""CID1044296""",0.0
"""CID1044316""",0.0
"""CID1044355""",0.0
"""CID1044476""",0.0
"""CID1044521""",3.67296
"""CID1044568""",0.0
"""CID1044703""",0.0
"""CID1044711""",2.2923
"""CID1044919""",0.0
"""CID1044959""",0.0
"""CID1045121""",0.5355
"""CID1045195""",3.4452
"""CID1045239""",0.48768
"""CID1045384""",0.45431999999999995
"""CID1045386""",3.83424
"""CID1045415""",0.0
"""CID1045478""",3.8496
"""CID1045509""",0.0
"""CID1045705""",0.6749999999999999
"""CID1045707""",1.6603199999999998
"""CID1045794""",0.0
"""CID1045866""",0.80136
"""CID1045940""",0.0
"""CID1045948""",4.88832
"""CID1045954""",0.0
"""CID1045999""",3.70176
"""CID1046060""",0.0
"""CID1046139""",0.8157599999999999
"""CID1046177""",0.6201
"""CID1046207""",0.78048
"""CID1046341""",7.68
"""CID1046355""",0.0
"""CID1046362""",0.0
"""CID1046388""",1.4453999999999998
"""CID1046446""",0.0
"""CID1046468""",0.0
"""CID1046548""",0.0
"""CID1046607""",0.0
"""CID1046765""",6.87168
"""CID1046834""",0.0
"""CID1046847""",0.0
"""CID1046893""",2.05416
"""CID1047151""",0.79296
"""CID1047372""",0.0
"""CID1047375""",0.0
"""CID1047437""",3.1833599999999995
"""CID1047451""",0.0
"""CID1047473""",4.23168
"""CID1047532""",0.0
"""CID1047585""",0.0
"""CID1047637""",1.8017999999999998
"""CID1047730""",0.0
"""CID1047760""",0.0
"""CID1047762""",3.3350400000000002
"""CID1047952""",0.0
"""CID1048165""",0.0
"""CID1048228""",0.6705
"""CID1048238""",0.0
"""CID1048248""",5.42976
"""CID1048276""",0.21167999999999998
"""CID1048289""",6.46656
"""CID1048307""",0.0
"""CID1048339""",3.1406399999999994
"""CID1048406""",0.0
"""CID1048588""",0.0
"""CID1048659""",0.0
"""CID1048683""",9.3984
"""CID1048774""",0.0
"""CID1048779""",1.2614400000000001
"""CID1048823""",0.9332999999999999
"""CID1048824""",3.8630400000000003
"""CID1048944""",7.63008
"""CID1049071""",0.0
"""CID1049083""",4.1184
"""CID1049209""",0.0
"""CID1049311""",1.00224
"""CID1049362""",9.0528
"""CID1049394""",0.40247999999999995
"""CID1049543""",0.0
"""CID1049546""",2.5559999999999996
"""CID1049594""",0.0
"""CID1049684""",1.9728
"""CID1049743""",0.0
"""CID1049774""",0.0
"""CID1049830""",0.0
"""CID1049871""",0.48383999999999994
"""CID1049884""",2.24832
"""CID1049885""",0.0
"""CID1050033""",0.0
"""CID1050034""",6.23808
"""CID1050089""",0.0
"""CID1050197""",2.4069599999999998
"""CID1050259""",0.7099199999999999
"""CID1050330""",0.0
"""CID1050331""",6.145919999999999
"""CID1050516""",0.0
"""CID1050519""",4.94784
"""CID1050542""",0.0
"""CID1050560""",0.0
"""CID1050599""",1.1547
"""CID1050730""",0.0
"""CID1050759""",5.13792
"""CID1050760""",6.336
"""CID1050810""",0.0
"""CID1050811""",0.0
"""CID1050814""",0.0
"""CID1050861""",0.0
"""CID1050891""",1.2019199999999999
"""CID1050902""",1.6948799999999997
"""CID1050907""",0.0
"""CID1050979""",2.88792
"""CID1051000""",3.40224
"""CID1051015""",7.793280000000001
"""CID1051097""",0.0
"""CID1051258""",0.0
"""CID1051284""",0.0
"""CID1051310""",0.0
"""CID1051318""",0.0
"""CID1051412""",1.73016
"""CID1051413""",0.0
"""CID1051453""",0.0
"""CID1051470""",0.0
"""CID1051482""",2.7243
"""CID1051550""",2.61648
"""CID1051575""",6.30912
"""CID1051609""",0.0
"""CID1051615""",0.0
"""CID1051723""",0.8946
"""CID1051787""",0.0
"""CID1051794""",0.0
"""CID1051817""",0.0
"""CID1051882""",0.22103999999999996
"""CID1051887""",0.0
"""CID1051911""",3.6936
"""CID1051924""",0.0
"""CID1051982""",0.0
"""CID1052071""",0.0
"""CID1052179""",0.0
"""CID1052205""",0.0
"""CID1052274""",0.0
"""CID1052321""",0.0
"""CID1052326""",0.0
"""CID1052448""",2.5146
"""CID1052505""",1.98528
"""CID1052594""",1.5552000000000001
"""CID1052610""",1.36704
"""CID1052662""",0.0
"""CID1052834""",7.72032
"""CID1052918""",0.0
"""CID1053024""",3.5059200000000006
"""CID1053188""",0.0
"""CID1053194""",0.0
"""CID1053212""",0.0
"""CID1053239""",0.0
"""CID1053366""",0.0
"""CID1053382""",6.19968
"""CID1053417""",0.0
"""CID1053476""",0.0
"""CID1053540""",1.5084000000000002
"""CID1053542""",0.0
"""CID1053664""",0.0
"""CID1053676""",1.5759
"""CID1053703""",0.0
"""CID1053713""",3.5027999999999997
"""CID1053803""",0.0
"""CID1053805""",0.0
"""CID1053824""",1.4841600000000001
"""CID1053862""",1.8819
"""CID1053888""",6.00768
"""CID1053919""",0.0
"""CID1054018""",0.0
"""CID1054025""",0.0
"""CID1054068""",0.0
"""CID1054077""",0.0
"""CID1054139""",3.1946399999999997
"""CID1054204""",1.8827999999999998
"""CID1054234""",5.75616
"""CID1054301""",0.0
"""CID1054385""",0.0
"""CID1054387""",0.0
"""CID1054397""",0.96768
"""CID1054432""",0.0
"""CID1054456""",0.0
"""CID1054469""",1.3374
"""CID1054590""",0.0
"""CID1054600""",3.6019200000000002
"""CID1054650""",0.0
"""CID1054664""",0.0
"""CID1054700""",1.5623999999999998
"""CID1054713""",0.8073
"""CID1054752""",0.0
"""CID1054807""",1.1223
"""CID1054856""",0.0
"""CID1054911""",0.0
"""CID1054928""",5.92896
"""CID1055043""",1.8881999999999999
"""CID1055324""",0.0
"""CID1055420""",0.0
"""CID1055531""",8.87232
"""CID1055552""",0.0
"""CID1055570""",0.39059999999999995
"""CID1055571""",0.0
"""CID1055613""",0.0
"""CID1055630""",0.0
"""CID1055651""",0.0
"""CID1055733""",9.04128
"""CID1055796""",0.0
"""CID1055797""",0.0
"""CID1055809""",0.0
"""CID1055871""",0.0
"""CID1055951""",3.27384
"""CID1055955""",3.3659999999999997
"""CID1055960""",0.0
"""CID1055981""",0.0
"""CID1056002""",1.4597999999999998
"""CID1056114""",0.0
"""CID1056152""",5.82336
"""CID1056309""",0.0
"""CID1056312""",4.91328
"""CID1056499""",0.0
"""CID1056656""",0.0
"""CID1056659""",5.90976
"""CID1056720""",0.0
"""CID1056771""",0.0
"""CID1056816""",0.0
"""CID1056858""",1.40928
"""CID1057004""",1.4696999999999998
"""CID1057064""",2.52
"""CID1057103""",0.0
"""CID1057215""",0.0
"""CID1057255""",6.654719999999999
"""CID1057307""",0.0
"""CID1057466""",0.0
"""CID1057496""",0.0
"""CID1057555""",1.8547200000000001
"""CID1057565""",0.8729999999999999
"""CID1057566""",3.4483200000000003
"""CID1057676""",3.72288
"""CID1057977""",8.25984
"""CID1058245""",2.74824
"""CID1058279""",0.0
"""CID1058361""",0.0
"""CID1058395""",2.22528
